,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
2016,MVT,2,2.0,1.0,6.07039587,13.0,0.00044727,0.0,0.00014354
2017,MVY,6,6.0,0.46666667,5.62483885,13.0,0.01322053,661.39260758,0.00019514
2018,MWA,1,1.0,,5.72990568,13.0,0.00689552,0.0,6.106e-05
2019,MWE,1,1.0,,6.61789897,13.0,0.00017013,0.0,8.067e-05
2020,MWF,2,2.0,1.0,7.85328739,13.0,3.31e-06,0.0,0.00015335
2021,MWH,2,2.0,1.0,5.72077708,13.0,0.00580056,0.0,0.00011564
2022,MWI,1,1.0,,7.72748557,12.0,3.17e-06,0.0,9.426e-05
2023,MWU,2,2.0,1.0,7.72651767,12.0,2.89e-06,0.0,0.00016924
2024,MWZ,9,9.0,0.41666667,6.16298551,13.0,0.00482393,3882.33716189,0.00039535
2025,MXH,3,3.0,0.66666667,6.13522248,10.0,0.00059225,237.59787814,0.00018637
2026,MXK,2,2.0,0.0,7.72471438,12.0,2.95e-06,7230.0,0.00021127
2027,MXL,6,6.0,0.86666667,5.16412749,12.0,0.01820601,29.84415178,0.0001742
2028,MXM,3,3.0,0.66666667,7.18714812,14.0,1.948e-05,1.08333333,0.00020989
2029,MXS,3,3.0,0.33333333,6.12879712,13.0,0.00024275,3616.0,0.00022919
2030,MXT,8,8.0,0.25,6.1845987,13.0,0.00055965,8527.25126527,0.00045661
2031,MXV,2,2.0,1.0,6.44221637,13.0,0.00050756,0.0,0.00015466
2032,MXW,2,2.0,1.0,6.44221637,13.0,0.00050756,0.0,0.00015466
2033,MXX,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628e-05
2034,MXZ,2,2.0,1.0,5.5858254,12.0,0.00642852,0.0,8.37e-05
2035,MYA,2,2.0,0.0,5.89007782,12.0,0.0014614,43.69061185,0.00013284
2036,MYC,2,2.0,0.0,7.17657012,14.0,0.00023441,0.71590909,0.00011132
2037,MYD,3,3.0,0.66666667,6.16801902,13.0,0.00245472,0.5,0.00015115
2038,MYE,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634e-05
2039,MYG,2,2.0,1.0,6.03416101,13.0,0.00257401,0.0,0.00010849
2040,MYI,2,2.0,1.0,7.14253835,12.0,8e-06,0.0,0.00016581
2041,MYJ,10,10.0,0.77777778,5.25861377,12.0,0.0220251,59.19988724,0.00029347
2042,MYR,13,13.0,0.84615385,5.62739749,13.0,0.08734183,54.2953272,0.00027892
2043,MYT,3,3.0,0.33333333,7.32104208,13.0,1.591e-05,3616.0,0.00025309
2044,MYU,2,2.0,1.0,6.7269176,14.0,2.632e-05,0.0,0.00016994
2045,MYW,2,2.0,1.0,6.18357679,13.0,0.00060931,0.0,0.00013035
2046,MYX,2,2.0,0.0,7.72460346,12.0,3e-06,70.20952381,0.0001711
2047,MYY,13,13.0,0.24358974,5.74529569,12.0,0.00559877,16072.83810637,0.00062498
2048,MZG,6,6.0,0.4,5.49833468,12.0,0.00277336,220.59261698,0.00026085
2049,MZI,3,3.0,0.33333333,6.2322483,13.0,0.00062607,10842.0,0.00023676
2050,MZL,3,3.0,1.0,5.9585986,13.0,0.00299875,0.0,0.0001496
2051,MZO,1,1.0,,5.80006202,13.0,0.00381542,0.0,6.565e-05
2052,MZT,16,16.0,0.56666667,5.13098818,12.0,0.05515192,925.01717049,0.00039442
2053,MZV,1,1.0,,6.74526081,13.0,9.944e-05,0.0,8.232e-05
2054,NAA,2,2.0,1.0,5.88967977,12.0,0.00149074,0.0,0.00012491
2055,NAG,5,5.0,0.8,5.72721781,12.0,0.00935474,4.50721289,0.0001762
2056,NAJ,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
2057,NAK,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.7e-05
2058,NAL,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
2059,NAN,25,25.0,0.21,4.9810466,11.0,0.02926985,80291.20118242,0.00119075
2060,NAP,23,23.0,0.62055336,5.26312153,12.0,0.17126863,347.69895802,0.00046756
2061,NAS,38,38.0,0.16642959,5.0371956,12.0,0.13766589,48781.54191152,0.00128233
2062,NAT,10,10.0,0.6,5.76613351,13.0,0.01397893,1261.16966102,0.00033596
2063,NAV,1,1.0,,5.69012584,13.0,0.00951262,0.0,6.186e-05
2064,NAW,1,1.0,,5.79209538,12.0,0.001244,0.0,6.649e-05
2065,NBC,6,6.0,0.6,5.40340452,12.0,0.01253963,1.69671717,0.00018559
2066,NBO,47,47.0,0.17668825,5.16875816,12.0,0.13200926,61601.56660169,0.00154311
2067,NCA,2,2.0,0.0,6.52573964,14.0,0.00065534,1806.03258231,0.00013642
2068,NCE,54,54.0,0.4011181,5.26534986,12.0,0.32828295,11760.45047047,0.00115028
2069,NCH,1,1.0,,6.18360499,13.0,0.00059848,0.0,7.495e-05
2070,NCL,21,21.0,0.49047619,5.21333761,12.0,0.11975408,910.75048187,0.00044892
2071,NCU,3,3.0,0.66666667,5.41108597,12.0,0.01397725,115.611917,0.00012936
2072,NCY,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
2073,NDB,2,2.0,0.0,6.14266658,13.0,0.00402202,4.69665039,8.816e-05
2074,NDG,1,1.0,,5.74726762,12.0,0.00331994,0.0,6.155e-05
2075,NDI,2,2.0,0.0,7.72727129,12.0,2.69e-06,5420.0,0.00020793
2076,NDJ,11,11.0,0.32727273,5.28498745,12.0,0.02628489,2807.90716129,0.00033858
2077,NDK,2,2.0,1.0,6.59604938,13.0,4.981e-05,0.0,0.00018586
2078,NDR,5,5.0,0.8,5.21206317,12.0,0.05388717,0.66705563,0.0001303
2079,NDY,3,3.0,0.66666667,7.21243918,14.0,3.415e-05,0.5,0.00019495
2080,NDZ,3,3.0,0.0,6.37164465,13.0,0.00719407,10844.0,0.00025384
2081,NEC,2,2.0,1.0,5.59006526,13.0,0.00327359,0.0,0.00013787
2082,NEG,2,2.0,1.0,5.75030883,13.0,0.00470069,0.0,8.387e-05
2083,NER,5,5.0,0.7,5.41093604,12.0,0.01280619,1761.77715363,0.0001816
2084,NEV,5,5.0,0.5,6.00054707,13.0,0.00394715,3.01264755,0.00016201
2085,NFG,2,2.0,0.0,6.17284346,13.0,0.00101378,0.16666667,8.841e-05
2086,NFO,1,1.0,,7.55325766,14.0,2.84e-06,0.0,0.00010759
2087,NGA,2,2.0,0.0,6.88952051,13.0,2.574e-05,3616.0,0.00024718
2088,NGB,21,21.0,0.77619048,5.65066571,12.0,0.02530588,18.47118596,0.00043589
2089,NGE,2,2.0,1.0,6.23910221,13.0,0.00060293,0.0,0.00011188
2090,NGI,1,1.0,,6.9808749,13.0,1.184e-05,0.0,0.00011041
2091,NGO,50,50.0,0.19836735,4.63570318,11.0,0.11872887,28492.16096543,0.00138229
2092,NGS,10,10.0,0.51111111,5.26844604,12.0,0.02335094,1763.93036162,0.00031375
2093,NGX,1,1.0,,7.48429215,13.0,2.105e-05,0.0,0.0001193
2094,NHA,3,3.0,1.0,6.28245396,12.0,0.00186067,0.0,0.0001481
2095,NHV,3,3.0,0.66666667,6.07010002,13.0,0.00045579,0.5,0.00019959
2096,NIB,1,1.0,,6.72837464,14.0,2.521e-05,0.0,0.00010755
2097,NIM,13,13.0,0.46153846,5.26956193,12.0,0.03680392,713.84996426,0.00035501
2098,NIX,2,2.0,1.0,6.23239666,13.0,0.00063699,0.0,0.00012276
2099,NJC,6,6.0,0.73333333,5.39524829,12.0,0.01760654,1.20336134,0.00017661
2100,NKC,10,10.0,0.37777778,5.22908431,12.0,0.03240298,8087.18070031,0.00035415
2101,NKG,32,32.0,0.47580645,5.63225028,12.0,0.02702493,823.36144375,0.00066861
2102,NKI,2,2.0,1.0,6.71442816,14.0,0.00010749,0.0,0.00019354
2103,NKN,2,2.0,0.0,8.72456513,13.0,5e-08,4.16666667,0.00021175
2104,NKY,1,1.0,,8.23948137,15.0,1.9e-06,0.0,0.00011726
2105,NLA,7,7.0,0.23809524,5.65577653,12.0,0.00531009,13665.29384906,0.00042018
2106,NLD,2,2.0,1.0,5.83963942,13.0,0.00634304,0.0,8.573e-05
2107,NLF,2,2.0,1.0,7.14253835,12.0,8e-06,0.0,0.00016581
2108,NLG,2,2.0,0.0,6.73013284,14.0,2.606e-05,3616.0,0.00023305
2109,NLK,3,3.0,1.0,5.8712467,11.0,0.00340363,0.0,0.00014783
2110,NLP,2,2.0,1.0,5.65925908,12.0,0.00517939,0.0,0.00010324
2111,NLS,2,2.0,0.0,7.94600915,14.0,3.5e-07,1337.96564745,0.00021449
2112,NLV,2,2.0,1.0,5.20218142,12.0,0.01985578,0.0,8.521e-05
2113,NMA,2,2.0,1.0,5.90154697,13.0,0.00381459,0.0,0.00010011
2114,NME,3,3.0,0.0,7.72748051,15.0,1.4e-06,1.5,0.00025122
2115,NMG,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012493
2116,NNB,1,1.0,,8.1696917,12.0,3.8e-07,0.0,0.00011996
2117,NNG,16,16.0,0.78333333,5.63027595,12.0,0.01954955,80.61740102,0.00035488
2118,NNL,2,2.0,1.0,6.73063476,14.0,2.514e-05,0.0,0.00019576
2119,NNM,2,2.0,0.0,6.39866794,13.0,0.0002739,3616.0,0.00018599
2120,NNT,2,2.0,0.0,6.2830177,12.0,0.00046088,3.0,0.00012382
2121,NNX,1,1.0,,7.75665686,13.0,2.39e-06,0.0,0.00010537
2122,NNY,3,3.0,0.66666667,5.86187433,12.0,0.00202288,0.16666667,0.0001051
2123,NOB,2,2.0,1.0,6.62482582,14.0,0.00155864,0.0,0.00013239
2124,NOC,2,2.0,1.0,5.1703163,12.0,0.02605264,0.0,7.684e-05
2125,NOJ,2,2.0,0.0,6.46142225,13.0,0.00089708,0.16666667,9.416e-05
2126,NOS,7,7.0,0.38095238,6.10440108,12.0,0.0013504,5573.40173583,0.00033871
2127,NOU,17,17.0,0.22058824,5.26475239,11.0,0.01571728,41684.56777041,0.00084639
2128,NOZ,2,2.0,1.0,5.4048772,12.0,0.01092542,0.0,8.833e-05
2129,NPE,4,4.0,1.0,5.85721289,12.0,0.00151882,0.0,0.00018839
2130,NPL,3,3.0,1.0,5.85817272,12.0,0.00114714,0.0,0.00015349
2131,NQN,10,10.0,0.33333333,5.57151,13.0,0.00398604,994.28254214,0.00044773
2132,NQT,12,12.0,0.59090909,5.23736889,12.0,0.08347078,129.60175314,0.00027167
2133,NQU,1,1.0,,6.86236474,14.0,0.00028088,0.0,7.919e-05
2134,NQY,2,2.0,1.0,5.19387462,12.0,0.01817259,0.0,8.645e-05
2135,NRA,2,2.0,1.0,5.88959642,12.0,0.00147506,0.0,0.00012246
2136,NRK,4,4.0,0.66666667,5.39879656,12.0,0.01741522,51.25088502,0.00015614
2137,NRL,3,3.0,0.66666667,7.21243918,14.0,3.415e-05,0.5,0.00019495
2138,NSK,11,11.0,0.30909091,5.39902705,12.0,0.01921499,7299.60852439,0.00036839
2139,NSN,6,6.0,0.73333333,5.85726491,12.0,0.00156044,2.59285714,0.0002713
2140,NSO,1,1.0,,7.88954959,14.0,4.6e-07,0.0,0.00014275
2141,NST,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.7e-05
2142,NTE,20,20.0,0.46315789,5.16688818,12.0,0.08805879,633.70098774,0.00045607
2143,NTG,3,3.0,1.0,5.62172988,12.0,0.00782672,0.0,0.00010137
2144,NTL,9,9.0,0.55555556,5.86191543,11.0,0.00341395,71.76263173,0.00039067
2145,NTN,2,2.0,1.0,6.14295392,11.0,0.00044863,0.0,0.00014475
2146,NTO,2,2.0,1.0,7.25122736,14.0,0.00010317,0.0,0.00013455
2147,NTT,1,1.0,,7.55325766,14.0,2.84e-06,0.0,0.00010759
2148,NTY,3,3.0,0.66666667,5.69866937,12.0,0.00612918,3.28044746,0.0001492
2149,NUB,2,2.0,0.0,7.13812874,12.0,1.275e-05,2961.05070867,0.00018131
2150,NUE,41,41.0,0.5402439,5.2718063,12.0,0.25106676,658.39744376,0.00075818
2151,NUI,2,2.0,0.0,6.72135223,14.0,5.4e-05,1.33333333,0.0001517
2152,NUL,5,5.0,0.6,6.76702077,14.0,0.00016087,193.79976839,0.00028907
2153,NUP,2,2.0,0.0,7.72726097,15.0,9.2e-07,0.5,0.00019983
2154,NUS,7,7.0,0.42857143,6.85318203,12.0,9.851e-05,20.63333333,0.00042787
2155,NUX,5,5.0,0.5,5.40355134,12.0,0.01207522,1.94531025,0.00016683
2156,NVA,5,5.0,0.3,5.95993475,13.0,0.00277579,7113.8763678,0.00029429
2157,NVK,2,2.0,1.0,7.25895032,14.0,0.00010578,0.0,0.0001349
2158,NVT,5,5.0,0.8,5.77439185,13.0,0.00523813,0.66666667,0.0002194
2159,NWI,4,4.0,1.0,5.18053477,12.0,0.02717716,0.0,0.00011934
2160,NYC,179,179.0,0.15755445,4.59452185,12.0,0.80100266,453081.88267624,0.00389207
2161,NYK,3,3.0,0.33333333,6.16863827,13.0,0.00238906,3616.0,0.00019812
2162,NYM,3,3.0,0.66666667,5.4047619,12.0,0.01124024,0.16666667,0.00011751
2163,NYN,2,2.0,1.0,6.88915098,13.0,2.839e-05,0.0,0.00016363
2164,NYU,4,4.0,1.0,6.33056231,12.0,0.00051241,0.0,0.00021081
2165,OAG,5,5.0,0.6,5.88940742,12.0,0.0015568,8.25,0.00027185
2166,OAJ,2,2.0,1.0,5.80852166,13.0,0.01167697,0.0,7.786e-05
2167,OAK,26,26.0,0.56307692,4.95148361,12.0,0.11737966,711.42892142,0.00059843
2168,OAX,7,7.0,0.38095238,5.84076887,13.0,0.0078147,7.81190182,0.00023625
2169,OBI,2,2.0,0.0,7.83160312,15.0,1.057e-05,3616.0,0.00020133
2170,OBO,3,3.0,0.66666667,5.32128479,12.0,0.0133118,0.04255319,0.0001137
2171,OBU,4,4.0,0.66666667,6.76917187,14.0,0.0001573,266.96662202,0.00024911
2172,OCJ,2,2.0,1.0,5.75743685,13.0,0.00338558,0.0,0.00010822
2173,ODS,15,15.0,0.60952381,5.19597051,12.0,0.0824989,106.36106069,0.00034856
2174,ODW,3,3.0,1.0,5.72061803,13.0,0.00591136,0.0,0.00015103
2175,ODY,2,2.0,1.0,6.77743602,13.0,0.00015202,0.0,0.00013331
2176,OER,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628e-05
2177,OES,2,2.0,0.0,6.588867,14.0,0.00012109,0.33333333,0.00012963
2178,OFK,1,1.0,,6.81777721,14.0,0.00011236,0.0,9.323e-05
2179,OFU,2,2.0,1.0,6.59392551,13.0,5.211e-05,0.0,0.00016676
2180,OGG,16,16.0,0.35,5.17586015,12.0,0.04288791,1956.27768173,0.00049973
2181,OGN,1,1.0,,6.3255918,13.0,0.00028225,0.0,7.496e-05
2182,OGS,2,2.0,1.0,6.81724623,14.0,0.00012828,0.0,0.00017656
2183,OGX,7,7.0,0.57142857,6.22965373,13.0,0.0048253,4.61515152,0.00024742
2184,OHD,3,3.0,1.0,5.21182812,12.0,0.01937372,0.0,9.539e-05
2185,OHO,1,1.0,,6.43986576,13.0,0.00057985,0.0,6.598e-05
2186,OIM,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634e-05
2187,OIR,1,1.0,,6.31992353,13.0,0.00025677,0.0,7.39e-05
2188,OIT,5,5.0,0.9,5.26152484,12.0,0.01916576,0.04255319,0.00016363
2189,OKA,34,34.0,0.24777184,5.28076039,12.0,0.03738774,20684.91381408,0.00108005
2190,OKC,12,12.0,0.98484848,5.51485408,13.0,0.08313137,1.789378,0.00028367
2191,OKE,3,3.0,0.66666667,6.27203831,13.0,0.00075489,0.33333333,0.00014034
2192,OKI,2,2.0,1.0,5.46646287,12.0,0.00479394,0.0,9.548e-05
2193,OKJ,9,9.0,0.63888889,5.26163771,12.0,0.01860869,36.98382187,0.00026469
2194,OKR,5,5.0,0.4,6.1420605,11.0,0.00044182,7211.66666667,0.00030063
2195,OKU,2,2.0,1.0,6.32279497,13.0,0.0006693,0.0,0.00013757
2196,OLB,5,5.0,1.0,5.20016319,12.0,0.03016914,0.0,0.00013153
2197,OLF,2,2.0,1.0,6.65998627,14.0,0.00043109,0.0,0.00013514
2198,OLJ,2,2.0,1.0,7.85301221,13.0,1.73e-06,0.0,0.00016747
2199,OLP,2,2.0,1.0,6.62084762,12.0,0.00035133,0.0,0.00014863
2200,OMA,19,19.0,0.9005848,4.94889139,12.0,0.13889798,68.455329,0.00042201
2201,OMB,1,1.0,,7.18806355,14.0,2.6e-05,0.0,9.768e-05
2202,OMD,2,2.0,0.0,6.12137414,13.0,0.00105612,52.6351216,0.00012062
2203,OME,18,18.0,0.1372549,5.72914401,13.0,0.00144935,48635.14465812,0.00104772
2204,OMH,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751e-05
2205,OMO,2,2.0,1.0,5.71792104,13.0,0.01403154,0.0,7.862e-05
2206,OMR,3,3.0,0.66666667,6.37100724,13.0,0.00591492,0.33333333,0.00013072
2207,OMS,10,10.0,0.33333333,5.24962397,12.0,0.04176721,344.50519157,0.00027152
2208,OND,2,2.0,1.0,6.32279497,13.0,0.0006693,0.0,0.00013757
2209,ONG,3,3.0,0.33333333,7.1364666,12.0,8.43e-06,772.02226257,0.00024649
2210,ONJ,2,2.0,1.0,5.31473376,12.0,0.01120296,0.0,9.02e-05
2211,ONP,2,2.0,1.0,5.74579056,13.0,0.00335588,0.0,0.00011153
2212,ONT,20,20.0,0.93157895,4.99211352,12.0,0.13302061,7.02502967,0.00045
2213,ONX,1,1.0,,5.92128579,13.0,0.00190041,0.0,7.183e-05
2214,OOK,3,3.0,0.33333333,6.72688467,14.0,2.634e-05,1205.03571429,0.00024112
2215,OOL,7,7.0,0.66666667,5.86195492,11.0,0.00330796,430.53545219,0.00031594
2216,OOM,1,1.0,,5.88969498,12.0,0.00144767,0.0,7.644e-05
2217,OPB,2,2.0,1.0,7.7268749,12.0,2.89e-06,0.0,0.0001695
2218,OPO,26,26.0,0.56307692,5.05319741,12.0,0.19512539,2870.29151844,0.00055948
2219,OPS,3,3.0,0.0,6.77015451,14.0,9.628e-05,7040.45710752,0.00026285
2220,OPU,4,4.0,0.66666667,6.72756969,11.0,0.00015668,1.0,0.00026381
2221,ORB,3,3.0,1.0,5.39976441,12.0,0.01804304,0.0,0.00011024
2222,ORF,18,18.0,0.91503268,5.68459924,13.0,0.13646053,57.59716738,0.00037819
2223,ORH,3,3.0,1.0,5.5872919,13.0,0.03296054,0.0,9.673e-05
2224,ORK,9,9.0,0.80555556,5.270332,12.0,0.0895751,49.35604956,0.00021713
2225,ORL,86,86.0,0.32393981,4.86112119,12.0,0.39669767,30515.95356377,0.00180653
2226,ORN,17,17.0,0.32352941,5.20935277,12.0,0.04264733,3778.14185781,0.00046625
2227,ORT,2,2.0,1.0,7.74748986,15.0,2.37e-06,0.0,0.00019802
2228,ORV,3,3.0,1.0,6.72706854,14.0,2.627e-05,0.0,0.00020475
2229,ORW,3,3.0,1.0,6.08397645,12.0,0.00235198,0.0,0.00012677
2230,ORX,1,1.0,,8.83159307,16.0,1.9e-07,0.0,0.00012702
2231,OSA,90,90.0,0.13632959,4.46416909,11.0,0.25540444,166138.79466981,0.00252572
2232,OSD,2,2.0,1.0,5.68573911,13.0,0.00779403,0.0,0.00010703
2233,OSE,4,4.0,0.33333333,7.72559555,12.0,2.8e-06,1827.78809524,0.00031576
2234,OSH,2,2.0,0.0,5.48987696,13.0,0.01223573,3616.0,0.00014945
2235,OSK,2,2.0,1.0,5.68596935,13.0,0.00778883,0.0,0.00011528
2236,OSL,59,59.0,0.2554062,5.25567965,12.0,0.28777258,130604.09598024,0.00157388
2237,OSR,1,1.0,,6.28778308,13.0,0.00752382,0.0,5.91e-05
2238,OSS,3,3.0,1.0,5.39138686,12.0,0.01294882,0.0,0.00010801
2239,OSW,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
2240,OSY,4,4.0,0.83333333,6.38210996,13.0,0.00030715,0.33333333,0.00020537
2241,OTD,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012493
2242,OTH,1,1.0,,5.74580902,13.0,0.00329628,0.0,6.413e-05
2243,OTM,1,1.0,,6.46810992,14.0,0.00033984,0.0,8.44e-05
2244,OTS,4,4.0,0.33333333,6.72072551,14.0,0.00021797,2412.13095238,0.00024764
2245,OTZ,15,15.0,0.14285714,5.72726803,13.0,0.00142587,37056.76306793,0.00087914
2246,OUA,12,12.0,0.48484848,5.25095027,12.0,0.03714917,2437.61528252,0.00033996
2247,OUD,5,5.0,0.9,5.17707536,12.0,0.05097391,0.43563564,0.00013535
2248,OUL,7,7.0,0.52380952,5.66708148,13.0,0.01432383,54.40647305,0.00025885
2249,OVB,32,32.0,0.29233871,4.98792921,12.0,0.09135347,7507.17617997,0.00081393
2250,OVD,6,6.0,0.86666667,5.12630215,12.0,0.06004292,8.10615011,0.00014854
2251,OVR,2,2.0,0.0,5.59006526,13.0,0.00321645,3616.0,0.00017243
2252,OWB,3,3.0,1.0,5.88006307,13.0,0.00656034,0.0,0.00011027
2253,OXB,7,7.0,0.42857143,6.19070065,13.0,0.01185773,88.804723,0.00020923
2254,OXR,1,1.0,,5.20172255,12.0,0.00907583,0.0,6.285e-05
2255,OYA,2,2.0,1.0,6.57869282,14.0,6.602e-05,0.0,0.00015062
2256,OYE,1,1.0,,6.19436506,13.0,0.00133151,0.0,7.266e-05
2257,OYG,2,2.0,1.0,6.1281839,13.0,0.00086503,0.0,0.0001289
2258,OYK,1,1.0,,7.11727823,14.0,9.59e-06,0.0,9.195e-05
2259,OYO,1,1.0,,6.58998087,14.0,5.816e-05,0.0,0.00010443
2260,OYP,1,1.0,,6.2785066,13.0,0.00032035,0.0,8.103e-05
2261,OZH,3,3.0,1.0,5.17562592,12.0,0.02557446,0.0,0.0001042
2262,OZZ,2,2.0,1.0,5.26741803,12.0,0.0205128,0.0,8.217e-05
2263,PAD,19,19.0,0.67251462,5.18998681,12.0,0.10466719,9.64182676,0.00035308
2264,PAF,1,1.0,,6.12829783,13.0,0.0008494,0.0,7.625e-05
2265,PAH,4,4.0,0.83333333,5.7318116,13.0,0.01333552,20.49411842,0.00013288
2266,PAJ,1,1.0,,6.76784673,13.0,0.00063373,0.0,6.973e-05
2267,PAP,12,12.0,0.25757576,5.50456234,13.0,0.03645978,9659.5953795,0.00040485
2268,PAR,250,250.0,0.08915663,4.28330769,11.0,0.89986318,610925.94208172,0.00614411
2269,PAS,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
2270,PAT,5,5.0,0.5,5.68404246,12.0,0.00532493,3620.03660131,0.00022739
2271,PAX,2,2.0,1.0,6.50440796,14.0,0.00067115,0.0,0.00011276
2272,PAZ,3,3.0,0.66666667,5.8130733,13.0,0.00498336,0.5,0.00012584
2273,PBC,6,6.0,0.93333333,5.58229346,13.0,0.02570968,3.8370572,0.00017043
2274,PBD,2,2.0,1.0,5.69218322,12.0,0.00394012,0.0,0.00011504
2275,PBE,1,1.0,,6.86236474,14.0,0.00028088,0.0,7.919e-05
2276,PBH,3,3.0,1.0,5.83636233,12.0,0.00462187,0.0,0.0001258
2277,PBI,25,25.0,0.71666667,5.69292959,13.0,0.16223538,568.24708057,0.0005236
2278,PBJ,2,2.0,0.0,7.85283472,13.0,1.67e-06,0.5,0.00016972
2279,PBM,6,6.0,0.33333333,5.17993369,12.0,0.02946041,237.44159637,0.00018699
2280,PBO,2,2.0,1.0,5.95867435,12.0,0.00080031,0.0,0.00013785
2281,PBP,2,2.0,1.0,6.62482582,14.0,0.00155864,0.0,0.00013239
2282,PBR,3,3.0,0.33333333,5.99161944,13.0,0.00199768,8.40833333,0.00014458
2283,PBU,1,1.0,,8.32102551,14.0,2.8e-07,0.0,0.00011317
2284,PBZ,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993e-05
2285,PCA,1,1.0,,6.72849567,14.0,2.52e-05,0.0,0.00011338
2286,PCH,2,2.0,1.0,7.57713654,15.0,4.257e-05,0.0,0.00016318
2287,PCL,2,2.0,1.0,5.96349475,13.0,0.00214664,0.0,0.00011953
2288,PCP,1,1.0,,7.21270551,14.0,5.452e-05,0.0,9.188e-05
2289,PDB,2,2.0,1.0,6.73063476,14.0,2.514e-05,0.0,0.00019576
2290,PDG,5,5.0,0.5,5.74396204,11.0,0.00612795,198.16266572,0.00020067
2291,PDI,2,2.0,0.0,8.724651,13.0,5e-08,3616.0,0.00026065
2292,PDL,8,8.0,0.25,5.54096991,13.0,0.01935916,7450.87555617,0.00032817
2293,PDP,2,2.0,1.0,5.57938528,13.0,0.00350428,0.0,0.00010641
2294,PDS,1,1.0,,6.54365578,14.0,0.00121359,0.0,6.377e-05
2295,PDT,2,2.0,1.0,5.74122917,13.0,0.00355273,0.0,9.475e-05
2296,PDX,45,45.0,0.38282828,4.74584595,12.0,0.1855826,26642.61702719,0.00120025
2297,PEC,1,1.0,,6.74854302,14.0,0.00012976,0.0,0.00010798
2298,PEE,8,8.0,0.85714286,5.40412521,12.0,0.02229172,3.2326245,0.00021486
2299,PEG,1,1.0,,5.64305803,13.0,0.01152083,0.0,5.963e-05
2300,PEI,4,4.0,1.0,5.95849762,13.0,0.00305485,0.0,0.00018882
2301,PEM,1,1.0,,6.95890032,14.0,4.163e-05,0.0,9.325e-05
2302,PEN,14,14.0,0.53846154,5.24089668,11.0,0.04044209,768.65384785,0.00039876
2303,PER,44,44.0,0.12156448,4.95898335,11.0,0.04422333,135163.21482403,0.00206317
2304,PES,2,2.0,0.0,5.79305859,13.0,0.00573351,11.11601583,0.00011427
2305,PET,2,2.0,1.0,6.57925682,14.0,0.00023051,0.0,0.00013559
2306,PEU,2,2.0,0.0,7.57713356,15.0,4.183e-05,3616.0,0.00020206
2307,PEW,17,17.0,0.34558824,5.76785828,12.0,0.03567946,13727.43353833,0.00056547
2308,PFB,3,3.0,0.33333333,6.57860903,14.0,0.00031529,4.08333333,0.00017896
2309,PFN,5,5.0,1.0,5.49810239,13.0,0.02910772,0.0,0.00013823
2310,PFO,14,14.0,0.84615385,5.29202629,12.0,0.1438037,78.5941204,0.00029807
2311,PGA,2,2.0,1.0,5.62410345,13.0,0.0124326,0.0,8.129e-05
2312,PGF,2,2.0,1.0,5.2070903,12.0,0.03374494,0.0,8.084e-05
2313,PGK,4,4.0,0.66666667,6.25195571,12.0,0.00114898,1.53333333,0.00019785
2314,PGM,2,2.0,0.0,6.73058296,14.0,2.469e-05,1807.5,0.00020933
2315,PGV,2,2.0,1.0,5.82914022,13.0,0.0070964,0.0,0.00010552
2316,PGX,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
2317,PHB,2,2.0,1.0,6.23869082,13.0,0.00067001,0.0,0.00010759
2318,PHC,2,2.0,1.0,5.26798979,12.0,0.01900981,0.0,8.553e-05
2319,PHE,3,3.0,0.66666667,5.95596968,12.0,0.00083285,2.66666667,0.00018641
2320,PHF,5,5.0,1.0,5.51536234,13.0,0.03731323,0.0,0.00013319
2321,PHL,101,101.0,0.25841584,4.82119,12.0,0.44605161,31224.03691564,0.00212915
2322,PHO,4,4.0,0.33333333,6.72579398,14.0,2.676e-05,33.66666667,0.00027403
2323,PHS,3,3.0,0.33333333,5.77280265,12.0,0.00596086,1808.5,0.00017751
2324,PHW,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993e-05
2325,PHX,100,100.0,0.23818182,4.74619988,12.0,0.35703131,50654.98640699,0.00244085
2326,PHY,2,2.0,0.0,5.77280703,12.0,0.00585491,1806.5,0.00012936
2327,PIA,9,9.0,0.63888889,5.51282198,13.0,0.04304169,58.75589392,0.00024777
2328,PIE,5,5.0,1.0,5.49886847,13.0,0.03714835,0.0,0.00013338
